document_id,title,text,source,crop,country,origin,source_url,license
618,Damage caused by Rice Stem Borer on Rice,"Rice Stem Borer (Scirpophaga / Chilo spp.), a pest of rice. The damage it does: Tunnelling kills tillers and panicles, directly cutting grain number.",Plantwise,Rice,Senegal,synthetic,,synthetic (CC0)
619,Identifying Rice Stem Borer on Rice,"Rice Stem Borer (Scirpophaga / Chilo spp.), a pest of rice. How to identify it: Dead-heart (dead central shoot) in vegetative rice and whitehead (empty white panicle) at heading; larvae tunnel inside stems.",Plantwise,Rice,Nigeria,synthetic,,synthetic (CC0)
620,Controlling Rice Stem Borer on Rice (Guinea savanna),"Rice Stem Borer (Scirpophaga / Chilo spp.), a pest of rice. Controlling it in the Guinea savanna, with one long rainy season and moderately fertile soils: Cut and destroy stubble, flood fields to kill larvae, conserve egg parasitoids (Trichogramma), and treat only at threshold. In the Guinea savanna, time operations to the single rains, top-dress at the onset of steady rainfall, and use the long season for a full-duration variety.",Plantwise,Rice,Mali,synthetic,,synthetic (CC0)
621,Preventing Rice Stem Borer on Rice (Guinea savanna),"Rice Stem Borer (Scirpophaga / Chilo spp.), a pest of rice. Preventing attack in the Guinea savanna, with one long rainy season and moderately fertile soils: Synchronise planting across the scheme, manage stubble, and avoid excess nitrogen that boosts borers. In the Guinea savanna, time operations to the single rains, top-dress at the onset of steady rainfall, and use the long season for a full-duration variety.",FAO,Rice,Nigeria,synthetic,,synthetic (CC0)
622,Controlling Rice Stem Borer on Rice (Humid forest),"Rice Stem Borer (Scirpophaga / Chilo spp.), a pest of rice. Controlling it in the humid forest zone, where heavy rainfall leaches and acidifies soils and fungal pressure is high: Cut and destroy stubble, flood fields to kill larvae, conserve egg parasitoids (Trichogramma), and treat only at threshold. In the humid forest, correct soil acidity with lime, watch for rapid fungal spread under the canopy, and improve drainage on the heavy leached soils.",National Extension Service,Rice,Madagascar,synthetic,,synthetic (CC0)
623,Preventing Rice Stem Borer on Rice (Humid forest),"Rice Stem Borer (Scirpophaga / Chilo spp.), a pest of rice. Preventing attack in the humid forest zone, where heavy rainfall leaches and acidifies soils and fungal pressure is high: Synchronise planting across the scheme, manage stubble, and avoid excess nitrogen that boosts borers. In the humid forest, correct soil acidity with lime, watch for rapid fungal spread under the canopy, and improve drainage on the heavy leached soils.",CGIAR,Rice,Mali,synthetic,,synthetic (CC0)
624,Controlling Rice Stem Borer on Rice (Irrigated lowland),"Rice Stem Borer (Scirpophaga / Chilo spp.), a pest of rice. Controlling it in irrigated lowlands, where standing water and continuous cropping raise disease and salinity risk: Cut and destroy stubble, flood fields to kill larvae, conserve egg parasitoids (Trichogramma), and treat only at threshold. Under irrigation, manage water carefully: intermittent draining cuts disease and salinity, and avoid the excess nitrogen that standing water encourages.",AGRA,Rice,Madagascar,synthetic,,synthetic (CC0)
625,Preventing Rice Stem Borer on Rice (Irrigated lowland),"Rice Stem Borer (Scirpophaga / Chilo spp.), a pest of rice. Preventing attack in irrigated lowlands, where standing water and continuous cropping raise disease and salinity risk: Synchronise planting across the scheme, manage stubble, and avoid excess nitrogen that boosts borers. Under irrigation, manage water carefully: intermittent draining cuts disease and salinity, and avoid the excess nitrogen that standing water encourages.",ICRISAT,Rice,Senegal,synthetic,,synthetic (CC0)
626,Damage caused by Sorghum Shoot Fly on Sorghum,"Sorghum Shoot Fly (Atherigona soccata), a pest of sorghum. The damage it does: Maggots cut the growing point of seedlings, killing the main shoot and forcing weak tillers; early stands are decimated.",National Extension Service,Sorghum,Mali,synthetic,,synthetic (CC0)
627,Identifying Sorghum Shoot Fly on Sorghum,"Sorghum Shoot Fly (Atherigona soccata), a pest of sorghum. How to identify it: Dead-heart in young seedlings where the central leaf dries out and pulls easily; tiny maggots and cut tissue at the base.",IITA,Sorghum,Ethiopia,synthetic,,synthetic (CC0)
628,Controlling Sorghum Shoot Fly on Sorghum (Guinea savanna),"Sorghum Shoot Fly (Atherigona soccata), a pest of sorghum. Controlling it in the Guinea savanna, with one long rainy season and moderately fertile soils: Sow early and dense to escape the peak fly period, use seed treatment, and remove dead-heart tillers. In the Guinea savanna, time operations to the single rains, top-dress at the onset of steady rainfall, and use the long season for a full-duration variety.",ICRISAT,Sorghum,Ethiopia,synthetic,,synthetic (CC0)
629,Preventing Sorghum Shoot Fly on Sorghum (Guinea savanna),"Sorghum Shoot Fly (Atherigona soccata), a pest of sorghum. Preventing attack in the Guinea savanna, with one long rainy season and moderately fertile soils: Plant early with the first rains at a high seed rate and use shoot-fly-tolerant varieties. In the Guinea savanna, time operations to the single rains, top-dress at the onset of steady rainfall, and use the long season for a full-duration variety.",National Extension Service,Sorghum,Nigeria,synthetic,,synthetic (CC0)
630,Controlling Sorghum Shoot Fly on Sorghum (Sahel),"Sorghum Shoot Fly (Atherigona soccata), a pest of sorghum. Controlling it in the hot semi-arid Sahel, where rains are short and erratic and sandy soils leach nutrients quickly: Sow early and dense to escape the peak fly period, use seed treatment, and remove dead-heart tillers. Because sandy Sahelian soils leach fast, split applications finely, micro-dose into the planting hole, and conserve every drop of moisture with mulch and tied ridges.",Plantwise,Sorghum,Ethiopia,synthetic,,synthetic (CC0)
631,Preventing Sorghum Shoot Fly on Sorghum (Sahel),"Sorghum Shoot Fly (Atherigona soccata), a pest of sorghum. Preventing attack in the hot semi-arid Sahel, where rains are short and erratic and sandy soils leach nutrients quickly: Plant early with the first rains at a high seed rate and use shoot-fly-tolerant varieties. Because sandy Sahelian soils leach fast, split applications finely, micro-dose into the planting hole, and conserve every drop of moisture with mulch and tied ridges.",Plantwise,Sorghum,Ethiopia,synthetic,,synthetic (CC0)
632,Identifying and Managing Fall Armyworm in Maize,"Spodoptera frugiperda, commonly known as fall armyworm (FAW), was first reported in Uganda in 2016 and has become a significant pest for maize farmers. A survey of 1,289 maize farmers revealed that 85% ranked FAW as their top pest problem. By 2018, over 90% of farmers had encountered FAW, with about 80% observing it in their fields. Common symptoms of FAW damage included windowing, near tunnel damage, and holes on cobs. Farmers identified various developmental stages of FAW, including eggs (10%), young larvae (78.7%), mature larvae (73.5%), and adult moths (6.7%). While insecticides were the primary control method, some farmers also utilized plant extracts, hand-picking, sand, and ash. Information on FAW was sourced from fellow farmers, radio/TV, extension agents, input dealers, print media, research, and NGOs. There is a pressing need for clear and uniform information to aid farmers in effectively managing this pest.",CGIAR,Maize,Ghana,llm_grounded,https://hdl.handle.net/10568/145318,CC-BY-4.0
633,Effective Management of Striga hermonthica in Maize Production,"Striga hermonthica, commonly known as purple witchweed, poses a significant challenge to maize production in sub-Saharan Africa, particularly in areas with poor soil conditions. A study conducted in western Kenya evaluated various management strategies for controlling S. hermonthica, including intercropping maize with legumes such as peanut, soybean, and silverleaf desmodium, as well as growing maize as a sole crop. Results indicated that maize grown in rotation with soybean yielded the highest grain output of 3,672 kg ha−1 under artificial infestation. Under natural infestation, the highest yields were observed with silverleaf desmodium and peanut cropping systems, yielding 3,203 kg ha−1 and 3,193 kg ha−1, respectively. The use of herbicide-resistant and Striga spp.-resistant maize varieties, particularly when intercropped with legumes, proved to be a more effective control method than using individual technologies. Additionally, fewer S. hermonthica plants emerged in maize grown with silverleaf desmodium, highlighting its potential in integrated pest management strategies.",CGIAR,Maize,Ghana,llm_grounded,https://hdl.handle.net/10568/92560,CC-BY-4.0
634,Effective Control of Striga hermonthica in Maize Using Herbicide Coated Seeds,"The use of small doses of imazapyr and pyrithiobac for seed coatings of imazapyr-resistant maize hybrids (IR-Maize) has proven effective in controlling Striga hermonthica. Field trials conducted in Bauchi and Kano States of Nigeria during 2014 and 2015, under heavy Striga infestation, demonstrated that herbicide-coated seeds significantly reduced the number of emerged Striga per square meter and the associated damage symptoms in farmers' fields. In Kano, herbicide-treated hybrids showed a reduction of 4.9 to 7.9 times fewer emerged Striga compared to untreated hybrids. Similarly, in Bauchi, untreated IR-maize hybrids had over four times more emerged Striga than the treated hybrids. The Striga-resistant open pollinated variety (OPV) had significantly higher Striga counts than the treated hybrids. While the herbicide seed coating effectively reduced Striga infestation, the impact on grain yields was inconsistent due to strong seasonal effects. Overall, coating IR-maize seeds with imazapyr is an effective strategy for managing Striga in maize cultivation.",CGIAR,Maize,Nigeria,llm_grounded,https://hdl.handle.net/10568/109001,CC-BY-4.0
635,Damage caused by Tomato Leafminer on Tomato,"Tomato Leafminer (Tuta absoluta), a pest of tomato. The damage it does: Larvae mine leaves, stems and fruit, destroying photosynthetic area and making fruit unmarketable; losses can be near total.",ICRISAT,Tomato,Nigeria,synthetic,,synthetic (CC0)
636,Identifying Tomato Leafminer on Tomato,"Tomato Leafminer (Tuta absoluta), a pest of tomato. How to identify it: Irregular, blotchy translucent mines in leaves and pinhole galleries in fruit, with black frass; whole leaves can be blighted.",Plantwise,Tomato,Kenya,synthetic,,synthetic (CC0)
637,Controlling Tomato Leafminer on Tomato (Guinea savanna),"Tomato Leafminer (Tuta absoluta), a pest of tomato. Controlling it in the Guinea savanna, with one long rainy season and moderately fertile soils: Use pheromone mass-trapping, release/conserve Nesidiocoris and parasitoids, rotate insecticide modes of action, and remove infested material. In the Guinea savanna, time operations to the single rains, top-dress at the onset of steady rainfall, and use the long season for a full-duration variety.",AGRA,Tomato,Nigeria,synthetic,,synthetic (CC0)
